,Unnamed: 0,price,superficie_habitable,superficie_terrain,codeP,gouvernorat,delegation,localite,adresse,anneeConst,nbpiece,typeImm,fonds,plein_air,salle_de_bain,constructible,service,chauffage,climatisation,cuisine,installations_sportives,description
8844,8844,150000.0,83.0,83.0,,MONASTIR,,,Sahline Moôtmar,,2,appartement,,,,,,,,,,La Sté Akariet Sarraj vous propose à Vendre Au Réz De Chaussée un Studio de prestige de type S+1 De Superficie 83M². Entièrement construit avec matériaux de grande qualité. Cet appartement est composé comme suit   🟡Spacieux salon 🟡Chambre à coucher 🟡Cuisine bien équipée 🟡Salle d'eau Avec Douche  ** Situé Sahline Moôtmar qui vous offre la tranquillité prés de tout commodités. ** Prix   150.000tnd (A Discuter) ** Pour plus de renseignements   98.740.165 Ou 27.457.153
8935,8935,130000.0,90.0,90.0,5060.0,MONASTIR,MONASTIR,CITE AGBA MONASTIR,El agba monastir,,0,appartement,Oui,,,,,,,,,"Une appartement spacieuse composée de s+3, salle de bain et une cuisine environ 90 mètres carrés.  Emplacement calme et stratégique près du toutes les commodités"
10072,10072,150000.0,80.0,80.0,,MONASTIR,,,"Monastir, Monastir, Monastir",,0,appartement,,,1,,,,,,,
10098,10098,235000.0,150.0,150.0,,MONASTIR,,,"monastir, Monastir, Monastir",,2,appartement,,,1,,,,,,,
10104,10104,100000.0,150.0,150.0,,MONASTIR,,,"monastir, Monastir, Monastir",,2,appartement,,,1,,,,,,,
11128,11128,200000.0,125.0,125.0,,MONASTIR,,,"cite el omrane monastir, Monastir, Monastir",,0,appartement,,,2,,,,,,,
11955,11955,234000.0,150.0,150.0,,MONASTIR,,,"Monastir, Monastir",,2,appartement,,,1,,,,,,,
12059,12059,275000.0,150.0,150.0,,MONASTIR,,,"Monastir ville, Monastir, Monastir",,4,appartement,,,1,,,,,,,
13646,13646,133000.0,54.0,54.0,,MONASTIR,,,"0021655571144, Monastir, Monastir",,0,appartement,,,1,,,,,,,
15816,15816,185000.0,150.0,150.0,,MONASTIR,,,"Rue6, Monastir, Monastir",,2,appartement,,,,,,,,,,
17910,17910,180000.0,150.0,150.0,4089.0,MONASTIR,HAMMAM SOUSSE,EL KANTAOUI,"El Kantaoui, Monastir, Monastir",,2,appartement,,,1,,,,,,,
18134,18134,160000.0,150.0,150.0,,MONASTIR,,,"Sahline, Monastir",,0,appartement,,,,,,,,,,
19944,19944,260000.0,130.0,130.0,,MONASTIR,,,"Monastir Centre  Monastir, Monastir, Monastir",,0,appartement,,,1,,,,,,,
23030,23030,110000.0,150.0,150.0,,MONASTIR,,,"Tarik el monastir, Sidi AbdelHamid, Sousse, Sousse Sidi Abdelhamid, Sousse",,0,appartement,,,1,,,,,,,
23956,23956,230000.0,150.0,150.0,,MONASTIR,,,"Cité elomran, Monastir, Monastir",,0,appartement,,,,,,,,,,
24132,24132,210000.0,150.0,150.0,,MONASTIR,,,"Monastir, Monastir",,1,appartement,,,2,,,,,,,
24133,24133,240000.0,150.0,150.0,,MONASTIR,,,"Monastir, Monastir",,2,appartement,,,1,,,,,,,
24835,24835,230000.0,150.0,150.0,,MONASTIR,,,"Monastir, Monastir",,1,appartement,,,1,,,,,,,
24846,24846,129000.0,150.0,150.0,,MONASTIR,,,"Monastir, Monastir",,2,appartement,,,1,,,,,,,
24849,24849,190000.0,150.0,150.0,,MONASTIR,,,"Monastir, Monastir",,1,appartement,,,1,,,,,,,
25002,25002,250000.0,150.0,150.0,,MONASTIR,,,"95.296.674, Monastir, Monastir",,0,appartement,,,2,,,,,,,
26356,26356,150000.0,150.0,150.0,5060.0,MONASTIR,MONASTIR,ZONE SKANES,"rue de palmiers  Skanes, Monastir, Monastir",,0,appartement,,,1,,,,,,,
26363,26363,70000.0,82.0,82.0,,MONASTIR,,,"cité frina monastir., Monastir, Monastir",,0,appartement,,,1,,,,,,,
26531,26531,340000.0,145.0,145.0,5060.0,MONASTIR,MONASTIR,ZONE SKANES,"falaise skanes monastir, Monastir, Monastir",,0,appartement,,,2,,,,,,,
26534,26534,298000.0,150.0,150.0,5060.0,MONASTIR,MONASTIR,ZONE SKANES,"skanes, Monastir, Monastir",,0,appartement,,,2,,,,,,,
26781,26781,220000.0,70.0,70.0,5060.0,MONASTIR,MONASTIR,ZONE SKANES,"skanes, Monastir, Monastir",,2,appartement,,,1,,,,,,,
27051,27051,75000.0,75.0,75.0,,MONASTIR,,,"FRINA MONASTIR, Monastir, Monastir",,0,appartement,,,1,,,,,,,
27579,27579,250000.0,145.0,145.0,5060.0,MONASTIR,MONASTIR,ZONE SKANES,"La falaiseSkanes, Monastir, Monastir",,0,appartement,,,2,,,,,,,
28404,28404,70000.0,82.0,82.0,,MONASTIR,,,"immeuble yasmine2 frina monastir, Monastir, Monastir",,0,appartement,,,1,,,,,,,
28528,28528,220000.0,115.0,115.0,,MONASTIR,,,"omrane monastir, Monastir, Monastir",,0,appartement,,,1,,,,,,,
28696,28696,70000.0,82.0,82.0,,MONASTIR,,,"rue al yamam imm.yasmine2 cité frina monastir, Monastir, Monastir",,0,appartement,,,1,,,,,,,
29156,29156,160000.0,150.0,150.0,,MONASTIR,,,"centre ville monastir, Monastir, Monastir",,0,appartement,,,1,,,,,,,
29487,29487,322000.0,150.0,150.0,5060.0,MONASTIR,MONASTIR,ZONE SKANES,"skanes monastir, Monastir, Monastir",,4,appartement,,,2,,,,,,,
29520,29520,97000.0,150.0,150.0,,MONASTIR,,,"65 route de monastir, Sousse Sidi Abdelhamid, Sousse",,0,appartement,,,1,,,,,,,
29882,29882,70000.0,150.0,150.0,,MONASTIR,,,"appartement cité frina monastir, Monastir, Monastir",,0,appartement,,,,,,,,,,
30768,30768,70000.0,82.0,82.0,,MONASTIR,,,"www.menzili.tn, Monastir, Monastir",,0,appartement,,,1,,,,,,,
31132,31132,180000.0,150.0,150.0,,MONASTIR,,,"cité EL AGBA, Monastir, Monastir",,4,appartement,,,1,,,,,,,
31496,31496,125000.0,150.0,150.0,5000.0,MONASTIR,,,,2019,2,appartement,,,1,,,,,,,Sarraj immobilier met en vente des appartements s+1/ s+2/ s+3 de haut standing dans sa résidence « les jardins de Monastir » avec une superficie à partir de 58 m² et le prix à partir de 125 000 DT.
31499,31499,129000.0,150.0,150.0,,MONASTIR,,,frina monastir/ Ville   Monastir/ Région   Monastir,,0,appartement,,,1,,,,,,,agence elHana orpi vous offre des appartements s+2 nouvellement construits et directement au promoteur dans un immeuble bien placé et bien sécurisé avec ascenseur et dans une zone résidentielle très calme situé a frina avec des prix imbattables ces appartements contient  *Spacieux salon avec balcon *deux chambres à coucher *cuisine *salle de bain. métrage à partir du  84.42 m² prix à partir du  129 milles pour tout renseignement merci de nous contacter sur le 53690169
32050,32050,205000.0,150.0,150.0,5000.0,MONASTIR,,,,2019,0,appartement,,,1,,,,,,,"Sarraj immobilier met en vente des appartements S+2 de très haut standing dans sa résidence clôturée et sécurisée avec un parking en soussol, « les jardins de Monastir » à cité ELAgba, dont les superficies varient entre 106 m² et 128 m² à partir de 205 MDT."
32223,32223,150000.0,150.0,150.0,5060.0,MONASTIR,MONASTIR,ZONE SKANES,rue de palmiers  monastir/ Ville   Monastir/ Région   skanes,,0,appartement,,,,,,,,,,"Appartement standing moyenne et neuf 7 pièces inclus excellent état Équipement nécessaire   climatiseur , chauffage électrique , radiateur , gaz de ville Emplacement stratégique   calme et sécurisée – prés de la plage , zone touristique , aéroport , centre ville , centre de loisir"
32298,32298,150000.0,85.0,85.0,5000.0,MONASTIR,,,"Stah Jaber, Monastir, Tunisie/ Ville   Monastir/ Région   Stah Jaber",,0,appartement,,,1,,,,,,,"Agence Carthage vous propose   à vendre appartement au quatrième étage de résidence El corniche Monastir (sans ascenseur) avec syndic voisinage sélectionné en arrière de café Dokkana et à 10 minutes de la mer entre facultés de mode et institut supérieur de mathématique et d’informatique Monastir pas loin de faculté de médecine et de centreville offrant   salon avec balcon, cuisine (02) chambres une avec terrasse, salle de bain et une grande terrasse. Équipée de gaz de ville et climatiseur.  Prix de vente   150 000 dt (avec titre bleu).  N’oubliez pas frais d’agence 2% et frais de visite 20 dt.  Pour plus de renseignements, n’hésitez pas de contacter nos conseillers   Agence Carthage Monastir   +216 73 462 194 +216 23 693 472 – +216 99 921 458 +216 21 209 245 – +216 97 472 832"
32623,32623,285000.0,116.0,116.0,5060.0,MONASTIR,MONASTIR,ZONE SKANES,monastir/ Ville   Monastir/ Région   skanes,2017,0,appartement,,,2,,,,,,,À vendre des appartements s+2 situé à skanes prés leksar très haut standing 3 minutes à la plage avec vue magnifique et emplacement stratégique et présidentiel. ces appartements y compris  *grand salon avec balcon vue sur mer *deux chambres à coucher l’une avec suite *cuisine *salle de bain *métrage   116 m² * Possibilité d’achat un parking. *prix  285 milles. cet appartement est directement du promoteur avec un frais enregistrement 1 %. pour plus d’informations contacteznous sur 53690169. http //www.agencehana.tn/desappartementstreshau…/178.html
32625,32625,340000.0,145.0,145.0,,MONASTIR,,,"Monastir, Tunisie/ Ville   Monastir/ Région   falaise monastir",,4,appartement,01,,2,,,,,,,"agence hana met à votre disposition un très bel appartement S+3 haut standing mis à la falaise, dans un quartier calme et voisinage sélectif dans une résidence gardée 24/24 cet appartement est composé d’  – un grand salon, salle a manger avec balcon vue sur mer – une belle cuisine entièrement équipée avec séchoir – 3 chambres à coucher avec placards – salle de bain salle d’eau cabine – Chauffage central , climatiseurs – 1 place parking *Métrage  145 m² *prix  340 mille dinars – pour plus d’informations merci de nous contacter sur le 53690169 http //www.agencehana.tn/appartementfalaisemonas…/179.html"
32626,32626,250000.0,105.0,105.0,,MONASTIR,,,"Monastir, Tunisie/ Ville   Monastir/ Région   falaise monastir",,2,appartement,01,,1,,,,,,,On met à votre disposition un appartement s+1 mis aux 2eme étages avec ascenseur d’un immeuble bien sécurisé et dans un emplacement très stratégique avec vue panoramique sur la falaise skanes .cet appartement est composé de  *petit séjour. *un salon avec grand terrasse vue de mer . *une chambre à coucher. *Une cuisine fermée . *une douche. *un parking sus sol privé avec sellier. métrage 105m² prix 250 milles (la possibilité de modifier l’appartement en s+2) pour plus d’informations contacteznous sur 53690169 . http //www.agencehana.tn/appartementlhorizonvue…/176.html
32627,32627,126500.0,92.0,92.0,,MONASTIR,,,"Monastir, Tunisie/ Ville   Monastir/ Région   frina Monastir",,0,appartement,,,,,,,,,,agence Hana vous offre des appartements s+2 hauts standings et nouvellement construits et directement au promoteur dans un immeuble bien placé et bien sécurisé avec ascenseur et dans une zone résidentielle très calme situé a frina avec des prix imbattables ces appartements contient  *Spacieux salon avec balcon *deux chambres à coucher *cuisine *salle de bain. prix 126.5 milles avec métrage de 92m² pour tout renseignement merci de nous contacter sur le 53690169 http //www.agencehana.tn/desappartementsnouvelle…/185.html
32631,32631,160000.0,80.0,80.0,,MONASTIR,,,"Monastir, Tunisie/ Ville   Monastir/ Région   centre ville monastir",,0,appartement,,,1,,,,,,,on met à votre disposition un bel appartement s+2 située au 6 éme étage avec ascenseur dans une résidence calme et bien sécurisée à côté de la fac de médecine cet appartement composée d’  un salon avec petit balcon . 2 chambres à coucher avec placard. cuisine salle de bain. **les pièces sont climatisées et chauffées. *surface  80 m² ***prix  160 mille dinars. Pour toutes information merci de nous contacter 53690169 http //www.agencehana.tn/appartementmourabitince…/135.html
32639,32639,195000.0,92.0,92.0,5060.0,MONASTIR,MONASTIR,ZONE SKANES,"Monastir, Tunisie/ Ville   Monastir/ Région   skanes",2017,0,appartement,,,1,,,,,,,"agence hana met à votre disposition des appartements haut standing mis dans un immeuble récemment construit à skaness Monastir juste près hôtel palmier , ces appartements sont composés de  *salon très spacieux *2 chambres à coucher; *une cuisine; *une salle de bain. *métrage 92m². *prix 195milles NB des appartements s+3 sont aussi disponible avec métrage de 113 m² a 248 milles. les appartements sont directement au promoteur avec un frais d’enregistrement de 1%. merci de nous contacter sur le 53690169 pour plus d’informations. http //www.agencehana.tn/desappartementshautstandingaskanes/190.html"
32780,32780,195000.0,150.0,150.0,5060.0,MONASTIR,MONASTIR,ZONE SKANES,Monastir Skanes. Monastir/ Ville   Monastir/ Région   Monastir Skanes. Monastir,,0,appartement,,,,,,,,,,A vendre un appartement s+2 très haut standing au 1er étage de la résidence bien gardée avec ascenseur. Il se compose de  *Un salon et salle à manger * 2 chambres à coucher une avec placards *cuisine bien équipée avec un séchoir * salle d’eau avec une cabine de douche Surface  120 m² Prix  195000 DTN
32781,32781,95000.0,150.0,150.0,5060.0,MONASTIR,MONASTIR,ZONE SKANES,monastir skaness / Ville   Monastir/ Région   monastir skaness,,0,appartement,,,,,,,,,,"A vendre un appartement s+1 de 70 m² très haut standing dans un immeuble nouvellement construit avec ascenseur et bien sécurisé avec possibilité d’acheter un parking privé,juste près faculté des sciences emplacement à jamais rater et 2 minutes du centre ville. cet appartement est composé de  *un salon spacieux; *1 chambre à coucher; *une cuisine; *une salle de bain; *un terrasse; Prix  95milles dinars NB  chauffage centrale,vitres électriques…prix à ne pas débattre et 1% frais d’enregistrement(directement du promoteur) enfin d’autres choix sont disponibles s+3,s+2… pour faire une visite voilà le 53690169 est disponible pour vous."
32783,32783,140000.0,150.0,150.0,5100.0,MONASTIR,,,Monastir/ Ville   Monastir/ Région   Monastir,,0,appartement,,,,,,,,,,"A vendre un appartement s+2 de 102 m² très haut standing dans un immeuble nouvellement construit avec ascenseur et bien sécurisé avec possibilité d’acheter un parking privé,juste près faculté des sciences emplacement à jamais rater et 2 minutes du centre ville. cet appartement est composé de  *un salon spacieux; *2 chambres à coucher; *une cuisine; *une salle de bain; *un terrasse; Prix  140milles dinars NB  chauffage centrale,vitres électriques…prix à ne pas débattre et 1% frais d’enregistrement(directement du promoteur) enfin d’autres choix sont disponibles s+3,s+1… pour faire une visite voilà le 53690169 est disponible pour vous."
32784,32784,150000.0,150.0,150.0,5060.0,MONASTIR,MONASTIR,ZONE SKANES,skaness monastir  Monastir/ Ville   Monastir/ Région   skaness monastir Monastir,,0,appartement,,,,,,,,,,On met à votre disposition un appartement s+1 mis au 2 ème étage d’un immeuble bien sécurisé et dans un emplacement très stratégique avec vue panoramique de tout façade 98 m² à 150 milles dinars le prix. cet appartement est composé de  *un salon avec grand terrasse commun *une chambre à coucher *une cuisine *une douche
32789,32789,115000.0,150.0,150.0,5000.0,MONASTIR,MONASTIR,,stah jeber Monastir/ Ville   Monastir/ Région   stah jeber Monastir,,0,appartement,,,,,,,,,,"On met à votre disposition un appartement s+3 de 100 m² mis à sta7 jeber au 1 er étage,5 minutes de la mer. cet appartement est composé de   * un salon; *3 chambres à coucher; *une cuisine américaine; *une salle de bain. Prix 115.000 dt (Possibilité d’acheter un s+1 juste à coté de 50 m² ensemble avec un prix de 160.000 dt) pour faire une visite contactez le 53690169."
32790,32790,130000.0,150.0,150.0,5000.0,MONASTIR,,,Monastir/ Ville   Monastir/ Région   Monastir,,0,appartement,,,,,,,,,,"A vendre et ne pas rater un appartement s+2 mis au 2 ème étage das une résidence bien placée au centre ville monastir près de toutes commodités et en face Adem Park de loisir. superficie  84m² prix 130 milles dinars cet appartement est composé de  *un salon avec balcon vue sur Adem Park; *2 chambres à coucher une avec placards; *une cuisine avec séchoir; *une salle de bain. NB  chauffage centrale,vitres électriques… voilà notre numéro 53690169 pour toutes informations."
32792,32792,140000.0,150.0,150.0,5000.0,MONASTIR,,,Monastir/ Ville   Monastir/ Région   Monastir,,0,appartement,,,,,,,,,,"On met à vendre un appartement s+2 mis au 2 ème étage à sta7 jeber dans l’immeuble Elcorniche immeuble très propre équipé d’un syndic avec voisinage sélectionné situé entre la faculté de mode et l’ isim, pas loin de faculté de médecine,juste derrière café dokanna,et 100 mètres de la plage. superficie  110m² prix  140milles dinars cet appartement est composé de  *un salon avec balcon; *2 chambres à coucher; *une cuisine avec séchoir; *une salle de bain; un emplacement très idéal et un prix à ne pas rater et comme d’habitude vous pouvez nous contacter pour faire une visite sur 53690169."
32795,32795,195000.0,150.0,150.0,5000.0,MONASTIR,,,Monastir cité Ennessime  Monastir/ Ville   Monastir/ Région   Monastir cité Ennessime Monastir,,0,appartement,,,,,,,,,,"A vendre à cité Ennessime à 400m de la mer un appartement S+3cc, de 122,5 m2 décrit comme suit   •Titre individuel disponible • Orientation CharkiKebli •Surface = 122,5 m2 •Située au premier étage, avec escaliers très larges. •Salon + Salle à manger + 3 CC + deux balcons + salle de bain + salle d’eau indépendante + cuisine. •Chauffage central •Deux climatiseurs •Gaz de ville •Fer à forger sur toutes les fenêtres, les deux balcons et la porte principale (haute qualité + beau design). •Cuisine équipé •Interphone Prix 195 mille dinars, négociable."
32796,32796,195000.0,150.0,150.0,5000.0,MONASTIR,,,Monastir/ Ville   Monastir/ Région   Monastir,,0,appartement,,,,,,,,,,A vendre un appartement s+2 très haut standing au 1er étage de la résidence bien gardée avec ascenseur au dessus d’écoprix skaness. Il se compose de  *Un salon et salle à manger * 2 chambres à coucher une avec placards *cuisine bien équipée avec un séchoir * salle d’eau avec une cabine de douche Surface  120 m² Prix  195000 DTN
